headline,date,time,view,like,share,comment,category,tag
AIA FA โปรแกรมเปลี่ยนชีวิตให้อิสระ สร้างคนให้เป็นมากกว่าตัวแทนขายประกัน [Advertorial],12.02.2018,,"1,867K",,Loading...,,Business,"รายได้,Advertorial,AIA,เวลา,ความก้าวหน้า,กำหนดได้,ถึงเวลาเป็นเจ้านายตัวเอง,AIA FA,นัท-สรณัฐ ตระการวนิช"
โรงแรมในดูไบทดลองเปิดให้บริการยานยนต์ไร้คนขับครั้งแรกของโลก,12.02.2018,,146K,,Loading...,,"World,Tech","Dubai,(Roads and Transport Authority (RTA),Next Future Transportation,Madinat Jumeirah,การประชุมสุดยอดรัฐบาลโลก (World Government Summit),WorldGovSummit,รถยนต์ไร้คนขับ"
อาฟเตอร์ช็อกการเมือง! รมว.ศึกษาธิการ พูดถึงปมนาฬิกาหรูที่ลอนดอน “ถ้าผมถูกเปิดโปง เรือนแรกผมก็ออกแล้ว”,12.02.2018,,47K,,Loading...,,Politics,"คสช.,กระทรวงศึกษาธิการ,การเลือกตั้ง,ประวิตร วงษ์สุวรรณ,ป.ป.ช.,โรดแมป คสช.,การยื่นบัญชีแสดงรายการทรัพย์สินและหนี้สิน,ธีระเกียรติ เจริญเศรษฐศิลป์"
กลับมากู้ชาติกันเถอะ! โฆษณาชวนเชื่อของประธานเหมา และทุกข์ของคนจีนอพยพที่หลงกล,13.02.2018,,"1,008K",,Loading...,,Thailand,"คอมมิวนิสต์,ความสัมพันธ์ไทย-จีน,พรรคคอมมิวนิสต์จีน,คนจีนอพยพ,เหมาเจ๋อตุง,จีนเสื่อผืนหมอนใบ,กู้ชาติ,โฆษณาชวนเชื่อ"
"กรมขนส่งทางบกเตือน เลี่ยงใช้แท็กซี่หมดอายุ หมวด ทว, มฉ เตรียมปลดระวางปีนี้",13.02.2018,,"2,138K",,Loading...,,Thailand,"แท็กซี่,อุตสาหกรรมแท็กซี่,กรมการขนส่งทางบก,รถแท็กซี่นิติบุคคล,พ.ร.บ. รถยนต์ พ.ศ. 2522"
วาเลนไทน์นี้เตรียมหนาว กรมอุตุฯ เผยอากาศเย็นลง 3-5 องศา,13.02.2018,,38K,,Loading...,,Thailand,"กรมอุตุนิยมวิทยา,ฤดูหนาว,วันวาเลนไทน์"
ลูกสะใภ้โดนัลด์ ทรัมป์เข้าโรงพยาบาล หลังเปิดพบผงสีขาวในซองจดหมายปริศนา,13.02.2018,,39K,,Loading...,,World,"Donald Trump,Donald Trump Jr.,Vanessa Trump"
คนลักลอบล่าสัตว์ถูกสิงโตขย้ำกินในแอฟริกาใต้,13.02.2018,,102K,,Loading...,,World,"South Africa,การลักลอบล่าสัตว์ป่า,บุกรุกป่า"
หมอธีระเกียรติ แจ้งลาประชุม ครม. หลังวิจารณ์ปมนาฬิกาหรู ประวิตร ส่งยิ้มนักข่าวก่อนเข้าประชุม,13.02.2018,,49K,,Loading...,,Politics,"กระทรวงศึกษาธิการ,ประวิตร วงษ์สุวรรณ,ธีระเกียรติ เจริญเศรษฐศิลป์"
วัยรุ่นอเมริกันเลิกเล่นเฟซบุ๊กเกือบ 2 ล้านคน ผลสำรวจพบผู้สูงอายุใช้เฟซบุ๊กมากขึ้น,13.02.2018,,996K,,Loading...,,Tech,Facebook
แคนาดาเปิดบ้าน Pride House พื้นที่ปลอดภัยสำหรับ LGBTQ ในโอลิมปิก 2018,13.02.2018,,154K,,Loading...,,"World,Sport,LGBTQ","Canada,Korea,LGBTQ,การแข่งขันโอลิมปิกฤดูหนาว,โอลิมปิกฤดูหนาว พย็องชัง 2018,BeProud,BeYou,BeOlympic,Pride House"
มีนาคม 2561 รีดภาษีเพิ่มจากผู้เลี้ยงโคนม เกษตรกรโอด แบกต้นทุนเพิ่ม,13.02.2018,,705K,,Loading...,,Thailand,"ภาษี,กรมสรรพากร,เกษตรกรไทยผู้เลี้ยงโคนม,ภาษีกิจการเลี้ยงโคนม,ณรงค์ฤทธิ์ วงศ์สุวรรณ,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (อ.ส.ค.)"
สนามบินลอนดอน ซิตี้เตรียมเปิดบริการตามปกติ หลัง จนท. กู้ระเบิดสมัยสงครามโลกครั้งที่ 2 สำเร็จ,13.02.2018,,82K,,Loading...,,World,"UK,London,สงครามโลกครั้งที่ 2,ระเบิด"
หุ่นยนต์สุนัขของ Boston Dynamics ถูกพัฒนาจนเปิดประตูเองได้แล้ว!,13.02.2018,,125K,,Loading...,,Tech,"Robot,Boston Dynamics,Boston Dynamics SpotMini,SpotMini"
เปรมชัยโดนอีก! แจ้งเอาผิดทารุณกรรมสัตว์รวม 10 ข้อหา,13.02.2018,,204K,,Loading...,,"Thailand,Environment","กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,เขตรักษาพันธุ์สัตว์ป่าทุ่งใหญ่นเรศวร,บมจ.อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน),สำนักอนุรักษ์สัตว์ป่า,เปรมชัย กรรณสูต,การล่าสัตว์ป่าทุ่งใหญ่นเรศวรด้านตะวันตก,ซีอีโออิตาเลียนไทยล่าสัตว์ป่าทุ่งใหญ่นเรศวร,การลักลอบล่าสัตว์ป่า,การทารุณกรรมสัตว์"
คิมจองอึน ประทับใจเกาหลีใต้ หลังความสัมพันธ์เริ่มกลับมาชื่นมื่นอีกครั้งในโอลิมปิกฤดูหนาว,13.02.2018,,146K,,Loading...,,World,"North Korea,Kim Jong-un,Korea,การแข่งขันโอลิมปิกฤดูหนาว,โอลิมปิกฤดูหนาว พย็องชัง 2018"
